Country;Industry;Industry_name;Year;LP1_G;LP1ConIntang;LP1ConTFP;LP1ConTangICT;I_Intang;I_OrgCap;I_Soft_DB
Denmark;TOT_IND;Total industries (A-S);2012;1.54547035694122;0.388165026903152;0.376931101083755;0.0563140101730824;210365.919060392;30199.8968821071;30814.0
Denmark;TOT_IND;Total industries (A-S);2013;1.33727288246155;0.203374430537224;0.731707334518433;0.00855357758700848;214614.153123442;30521.096210043;32154.999
Denmark;TOT_IND;Total industries (A-S);2014;1.43034648895264;0.390263885259628;0.623173892498016;-0.0123734949156642;224385.45202497;30962.8448371214;34410.999
Denmark;TOT_IND;Total industries (A-S);2015;1.36988437175751;0.390531092882156;0.868512034416199;0.00092939572641626;237424.916280837;34048.3680967569;36624.001
Denmark;TOT_IND;Total industries (A-S);2016;1.05064368247986;0.425665736198425;0.630519509315491;-0.00710981478914618;259656.043090205;37247.3560149284;39726.997
Denmark;TOT_IND;Total industries (A-S);2017;2.2573025226593;0.493940442800522;1.35079729557037;0.000982638448476791;265669.64691019;40822.150266776;42987.998
Denmark;TOT_IND;Total industries (A-S);2018;1.77495539188385;0.729211628437042;0.472514063119888;-0.00469995848834515;283305.813209312;44598.4840258526;48833.001
Denmark;TOT_IND;Total industries (A-S);2019;1.24366879463196;0.607672870159149;0.388092279434204;0.0128618283197284;298156.304858446;50420.2576443247;51726.998
Italy;C;Manufacturing;1996;0.55208033323288;0.52242249250412;-0.845925509929657;0.00910760369151831;22933.1175844855;3738.15409192652;3059.4
Italy;C;Manufacturing;1997;1.48208272457123;0.432212591171265;0.283123821020126;0.0630002692341805;23906.2623051238;3992.39248679949;3066.7
Italy;C;Manufacturing;1998;-0.982916176319122;0.0661886557936668;-1.45434677600861;0.0292158480733633;24831.0650742068;4066.18152983067;3471.6
Italy;C;Manufacturing;1999;1.00235271453857;0.561504602432251;-1.1784530878067;0.0485540591180325;25666.5708750724;4204.54000301216;3672.5
Italy;C;Manufacturing;2000;3.62840414047241;0.550792574882507;1.39849328994751;0.0860569849610329;26939.7285085127;4446.03902514553;3739.9
Italy;C;Manufacturing;2001;0.683407366275787;0.645946025848389;-1.58668053150177;0.0933627262711525;28468.2795466709;4638.77266734285;4256.4
Italy;C;Manufacturing;2002;-0.372797846794128;0.337620615959167;-2.15104603767395;0.0225011315196753;29052.4890527162;4698.41979200071;4211.7
Italy;C;Manufacturing;2003;-1.80878436565399;0.300978720188141;-3.37271690368652;-0.0165607817471027;29585.151177756;4912.50463006506;3928.6
Italy;C;Manufacturing;2004;2.08005499839783;0.190381854772568;0.497595071792603;0.0458147749304771;30183.5803035213;5057.02298909677;3782.9
Italy;C;Manufacturing;2005;1.80717933177948;0.257389843463898;-0.35100468993187;0.0364277176558971;31011.0592345955;5164.79842831285;3762.5
Italy;C;Manufacturing;2006;3.17150568962097;-0.0618029609322548;2.25961542129517;0.0273436661809683;31845.998707315;5300.26301289139;3886.0
